chr	pos
chrIV	772698
chrIV	773522
chrIV	773652
chrIV	773703
chrIV	773757
chrIV	773893
chrIV	774536
chrIV	775287
chrIV	775554
chrIV	775744
chrIV	775941
chrIV	776627
chrIV	776715
chrIV	776907
chrIV	778122
chrIV	778415
chrIV	778709
chrIV	778868
chrIV	779427
chrIV	780011
chrIV	780027
chrIV	781717
chrIV	782410
chrIV	782863
chrIV	784297
chrIV	784537
chrIV	786657
chrIV	786948
chrIV	788889
chrIV	790489
chrIV	791869
chrIV	792170
chrIV	792541
chrIV	792642
chrIV	793089
chrIV	794057
chrIV	795652
chrIV	795663
chrIV	795718
chrIV	796092
chrIV	797669
chrIV	798512
chrIV	800174
chrIV	800862
chrIV	802112
chrIV	802553
chrIV	802610
chrIV	802627
chrIV	805589
chrIV	806142
chrIV	806292
chrIV	807222
chrIV	808521
chrIV	808649
chrIV	808996
chrIV	809670
chrIV	811032
chrIV	812940
chrIV	812947
chrIV	812964
chrIV	812966
chrIV	814114
chrIV	814278
chrIV	815632
chrIV	815880
chrIV	816494
chrIV	816619
chrIV	816632
chrIV	819242
chrIV	819541
chrIV	819584
chrIV	820028
chrIV	820419
chrIV	820898
chrIV	820921
chrIV	821485
chrIV	821498
chrIV	821579
chrIV	821605
chrIV	825834
chrIV	826114
chrIV	827442
chrIV	827581
chrIV	831279
chrIV	832597
chrIV	833459
chrIV	833693
chrIV	835319
chrIV	836867
chrIV	838119
chrIV	839045
chrIV	839672
chrIV	840230
chrIV	840362
chrIV	840598
chrIV	840697
chrIV	841276
chrIV	842028
chrIV	842070
chrIV	842336
chrIV	842380
chrIV	842450
chrIV	842455
chrIV	842465
chrIV	843552
chrIV	843581
chrIV	843608
chrIV	843647
chrIV	845309
chrIV	845567
chrIV	845568
chrIV	845613
chrIV	845959
chrIV	846477
chrIV	846996
chrIV	847053
chrIV	847524
chrIV	847527
chrIV	848136
chrIV	848940
chrIV	849555
chrIV	850164
chrIV	850484
chrIV	850495
chrIV	850508
chrIV	850697
chrIV	850955
chrIV	851004
chrIV	851043
chrIV	851221
chrIV	851427
chrIV	851792
chrIV	852118
chrIV	852619
chrIV	852794
chrIV	853192
chrIV	853808
chrIV	854335
chrIV	854367
chrIV	855154
chrIV	856201
chrIV	856278
chrIV	858862
chrIV	859980
chrIV	860602
chrIV	863664
chrIV	864225
chrIV	865525
chrIV	865573
chrIV	866949
chrIV	867831
chrIV	867837
chrIV	868817
chrIV	869984
chrIV	870727
chrIV	870749
chrIV	871483
chrIV	871688
chrIV	872150
chrIV	872271
chrIV	878261
chrIV	878372
chrIV	878373
chrIV	885407
chrIV	885734
chrIV	885908
chrIV	886289
chrIV	888150
chrIV	888227
chrIV	888233
chrIV	888461
chrIV	888488
chrIV	888734
chrIV	889358
chrIV	889568
chrIV	889739
chrIV	890129
chrIV	890461
chrIV	892662
chrIV	892764
chrIV	893441
chrIV	893442
chrIV	893934
chrIV	893952
chrIV	893982
chrIV	895577
chrIV	895607
chrIV	896024
chrIV	896285
chrIV	896319
chrIV	896774
chrIV	897287
chrIV	897434
chrIV	897959
chrIV	898406
chrIV	898456
chrIV	899129
chrIV	901288
chrIV	902156
chrIV	902257
chrIV	902350
chrIV	902688
chrIV	902746
chrIV	903517
chrIV	903976
chrIV	904531
chrIV	904871
chrIV	905128
chrIV	906063
chrIV	906101
chrIV	907227
chrIV	908478
chrIV	908567
chrIV	910905
chrIV	911274
chrIV	911326
chrIV	911472
chrIV	911858
chrIV	912021
chrIV	912072
chrIV	912471
chrIV	912778
chrIV	912782
chrIV	912884
chrIV	913034
chrIV	913112
chrIV	913596
chrIV	917577
chrIV	918363
chrIV	918501
chrIV	918797
chrIV	921814
chrIV	922223
chrIV	922382
chrIV	922835
chrIV	922979
chrIV	923384
chrIV	923675
chrIV	924094
chrIV	924351
chrIV	924561
chrIV	924667
chrIV	924698
chrIV	925130
chrIV	925675
chrIV	925876
chrIV	925956
chrIV	926246
chrIV	928753
chrIV	929900
chrIV	929923
chrIV	930409
chrIV	931147
chrIV	932509
chrIV	933821
chrIV	933861
chrIV	933896
chrIV	934007
chrIV	934175
chrIV	934184
chrIV	934358
chrIV	934364
chrIV	934508
chrIV	934913
chrIV	935575
chrIV	937517
chrIV	938147
chrIV	940069
chrIV	942662
chrIV	942812
chrIV	943625
chrIV	943632
chrIV	944433
chrIV	944564
chrIV	945419
chrIV	945604
chrIV	945712
chrIV	947998
chrIV	948548
chrIV	948761
chrIV	948920
chrIV	949385
chrIV	950307
chrIV	950368
chrIV	952698
chrIV	953613
chrIV	953693
chrIV	954939
chrIV	954985
chrIV	955099
chrIV	955643
chrIV	955755
chrIV	955955
chrIV	957424
chrIV	957629
chrIV	957630
chrIV	958391
chrIV	959287
chrIV	959371
chrIV	959478
chrIV	960101
chrIV	961189
chrIV	961222
chrIV	962572
chrIV	966521
chrIV	966522
chrIV	966523
chrIV	966525
chrIV	966952
chrIV	966980
chrIV	967004
chrIV	967019
chrIV	967037
chrIV	967934
chrIV	970293
chrIV	970494
chrIV	970658
chrIV	970880
chrIV	971073
chrIV	971873
chrIV	972096
chrIV	972240
chrIV	972540
chrIV	973794
chrIV	974632
chrIV	974731
chrIV	975090
chrIV	975108
chrIV	975252
chrIV	975354
chrIV	977181
chrIV	977333
chrIV	977428
chrIV	977485
chrIV	978043
chrIV	978384
chrIV	978570
chrIV	978636
chrIV	978778
chrIV	978959
chrIV	979584
chrIV	979668
chrIV	979786
chrIV	979813
chrIV	979844
chrIV	979873
chrIV	979879
chrIV	979891
chrIV	979901
chrIV	979931
chrIV	980016
chrIV	980072
chrIV	980090
chrIV	980269
chrIV	980364
chrIV	980428
chrIV	980461
chrIV	980617
chrIV	980652
chrIV	980706
chrIV	980816
chrIV	980844
chrIV	980857
chrIV	980919
chrIV	980934
chrIV	980935
chrIV	981066
chrIV	992912
chrIV	993025
chrIV	993060
chrIV	993078
chrIV	993303
chrIV	993336
chrIV	993715
chrIV	993979
chrIV	994023
chrIV	994124
chrIV	994230
chrIV	994605
chrIV	995637
chrIV	995820
chrIV	995837
chrIV	996015
chrIV	996542
chrIV	996692
chrIV	998350
chrIV	998628
chrIV	998635
chrIV	998658
chrIV	998676
chrIV	998712
chrIV	998825
chrIV	999271
chrIV	999505
chrIV	1002467
chrIV	1003263
chrIV	1003376
chrIV	1003693
chrIV	1003812
chrIV	1005047
chrIV	1005151
chrIV	1005358
chrIV	1005614
chrIV	1005728
chrIV	1005839
chrIV	1006510
chrIV	1006661
chrIV	1007012
chrIV	1007834
chrIV	1008485
chrIV	1009914
chrIV	1010028
chrIV	1010256
chrIV	1010668
chrIV	1010750
chrIV	1014713
chrIV	1015807
chrIV	1015826
chrIV	1015888
chrIV	1015897
chrIV	1016056
chrIV	1016282
chrIV	1016685
chrIV	1017026
chrIV	1017181
chrIV	1017759
chrIV	1017855
chrIV	1019082
chrIV	1019506
chrIV	1020194
chrIV	1021040
chrIV	1022660
chrIV	1023353
chrIV	1023431
chrIV	1024582
chrIV	1025085
chrIV	1025323
chrIV	1025949
chrIV	1026927
chrIV	1027653
chrIV	1029103
chrIV	1030401
chrIV	1031473
chrIV	1031550
chrIV	1031637
chrIV	1031723
chrIV	1032507
chrIV	1033297
chrIV	1033434
chrIV	1033545
chrIV	1033569
chrIV	1033712
chrIV	1033864
chrIV	1033891
chrIV	1034253
chrIV	1034538
chrIV	1034709
chrIV	1034904
chrIV	1035084
chrIV	1035309
chrIV	1035606
chrIV	1035697
chrIV	1036257
chrIV	1036312
chrIV	1036384
chrIV	1037080
chrIV	1037262
chrIV	1037511
chrIV	1037652
chrIV	1037710
chrIV	1038058
chrIV	1038059
chrIV	1038620
chrIV	1040424
chrIV	1040438
chrIV	1040522
chrIV	1040643
chrIV	1041278
chrIV	1041560
chrIV	1041581
chrIV	1041853
chrIV	1042469
chrIV	1043012
chrIV	1043887
chrIV	1044751
chrIV	1045062
chrIV	1045804
chrIV	1046963
chrIV	1049195
chrIV	1049210
chrIV	1051023
chrIV	1051068
chrIV	1051452
chrIV	1052196
chrIV	1052914
chrIV	1053228
chrIV	1053274
chrIV	1053283
chrIV	1053820
chrIV	1053840
chrIV	1053946
chrIV	1054003
chrIV	1055184
chrIV	1055826
chrIV	1056271
chrIV	1056272
chrIV	1057366
chrIV	1057426
chrIV	1057573
chrIV	1057601
chrIV	1057776
chrIV	1057856
chrIV	1057986
chrIV	1058179
chrIV	1058545
chrIV	1059094
chrIV	1059313
chrIV	1059459
chrIV	1061634
chrIV	1062952
chrIV	1063008
chrIV	1063173
chrIV	1065082
chrIV	1066372
chrIV	1068460
chrIV	1068605
chrIV	1068819
chrIV	1069377
chrIV	1069872
chrIV	1069993
chrIV	1071558
chrIV	1072450
chrIV	1072765
chrIV	1073588
chrIV	1073654
chrIV	1074437
chrIV	1074500
chrIV	1074515
chrIV	1074527
chrIV	1074638
chrIV	1074698
chrIV	1074737
chrIV	1074754
chrIV	1074776
chrIV	1074842
chrIV	1074890
chrIV	1074897
chrIV	1074927
chrIV	1075079
chrIV	1075347
chrIV	1075812
chrIV	1075857
chrIV	1076035
chrIV	1077398
chrIV	1077427
chrIV	1077428
chrIV	1078734
chrIV	1078766
chrIV	1078767
chrIV	1079011
chrIV	1079189
chrIV	1079792
chrIV	1081043
chrIV	1082202
chrIV	1082232
chrIV	1082404
chrIV	1083112
chrIV	1083252
chrIV	1084864
chrIV	1085100
chrIV	1085196
chrIV	1085571
chrIV	1086024
chrIV	1086315
chrIV	1087970
chrIV	1088912
chrIV	1089625
chrIV	1089672
chrIV	1090114
chrIV	1090115
chrIV	1090269
chrIV	1090578
chrIV	1091102
chrIV	1091480
chrIV	1091512
chrIV	1093912
chrIV	1101662
chrIV	1101779
chrIV	1101915
chrIV	1102285
chrIV	1103488
chrIV	1106884
chrIV	1107114
chrIV	1107187
chrIV	1108508
chrIV	1111210
chrIV	1111575
chrIV	1111626
chrIV	1111780
chrIV	1113053
chrIV	1113116
chrIV	1114225
chrIV	1115198
chrIV	1116305
chrIV	1116554
chrIV	1116571
chrIV	1116662
chrIV	1116905
chrIV	1118418
chrIV	1118730
chrIV	1118976
chrIV	1119216
chrIV	1119862
chrIV	1120367
chrIV	1121173
chrIV	1122952
chrIV	1124083
chrIV	1125098
chrIV	1125103
chrIV	1125758
chrIV	1125821
chrIV	1126043
chrIV	1126171
chrIV	1126206
chrIV	1126266
chrIV	1126330
chrIV	1126356
chrIV	1126486
chrIV	1126921
chrIV	1132333
chrIV	1132989
chrIV	1133503
chrIV	1133923
chrIV	1134931
chrIV	1135187
chrIV	1135217
chrIV	1135243
chrIV	1135287
chrIV	1136363
chrIV	1136387
chrIV	1136470
chrIV	1137089
chrIV	1137328
chrIV	1138235
chrIV	1138406
chrIV	1139381
chrIV	1139520
chrIV	1140038
chrIV	1140095
chrIV	1140266
chrIV	1141130
chrIV	1141245
chrIV	1141725
chrIV	1143894
chrIV	1146477
chrIV	1147489
chrIV	1147951
chrIV	1148075
chrIV	1148573
chrIV	1148726
chrIV	1148912
chrIV	1149107
chrIV	1149128
chrIV	1149368
chrIV	1149478
chrIV	1149761
chrIV	1149762
chrIV	1150131
chrIV	1150248
chrIV	1150352
chrIV	1150413
chrIV	1150562
chrIV	1150605
chrIV	1150620
chrIV	1150828
chrIV	1151451
chrIV	1151661
chrIV	1151759
chrIV	1152109
chrIV	1153009
chrIV	1153171
chrIV	1153303
chrIV	1153699
chrIV	1154405
chrIV	1154411
chrIV	1154412
chrIV	1154468
chrIV	1154513
chrIV	1156050
chrIV	1156180
chrIV	1156399
chrIV	1156406
chrIV	1157122
chrIV	1157139
chrIV	1157212
chrIV	1157324
chrIV	1157970
chrIV	1158004
chrIV	1158072
chrIV	1158334
chrIV	1158385
chrIV	1158528
chrIV	1158562
chrIV	1158574
chrIV	1158961
chrIV	1159022
chrIV	1159133
chrIV	1159171
chrIV	1159206
chrIV	1159364
chrIV	1159396
chrIV	1159860
chrIV	1161225
chrIV	1161228
chrIV	1161230
chrIV	1161242
chrIV	1161246
chrIV	1161249
chrIV	1161251
chrIV	1161258
chrIV	1161264
chrIV	1161267
chrIV	1161269
chrIV	1161276
chrIV	1161283
chrIV	1161289
chrIV	1161302
chrIV	1161321
chrIV	1161322
chrIV	1161325
chrIV	1161328
chrIV	1161357
chrIV	1161629
chrIV	1162357
chrIV	1162396
chrIV	1162444
chrIV	1162582
chrIV	1162592
chrIV	1162688
chrIV	1163374
chrIV	1163436
chrIV	1163713
chrIV	1164487
chrIV	1164502
chrIV	1164785
chrIV	1165519
chrIV	1165586
chrIV	1165728
chrIV	1166150
chrIV	1166200
chrIV	1166214
chrIV	1166232
chrIV	1166364
chrIV	1166461
chrIV	1166561
chrIV	1166645
chrIV	1166693
chrIV	1166741
chrIV	1166844
chrIV	1166875
chrIV	1166919
chrIV	1166921
chrIV	1167052
chrIV	1167283
chrIV	1167451
chrIV	1167562
chrIV	1167790
chrIV	1167802
chrIV	1168958
chrIV	1169118
chrIV	1169426
chrIV	1169720
chrIV	1169732
chrIV	1170023
chrIV	1170282
chrIV	1170302
chrIV	1170508
chrIV	1170836
chrIV	1171148
chrIV	1171222
chrIV	1171304
chrIV	1171598
chrIV	1171894
chrIV	1172008
chrIV	1172018
chrIV	1172058
chrIV	1172141
chrIV	1172228
chrIV	1172277
chrIV	1172313
chrIV	1172497
chrIV	1172698
chrIV	1172802
chrIV	1172914
chrIV	1173007
chrIV	1174054
chrIV	1174551
chrIV	1175150
chrIV	1175169
chrIV	1175302
chrIV	1175685
chrIV	1175709
chrIV	1175772
chrIV	1176041
chrIV	1176102
chrIV	1176149
chrIV	1176222
chrIV	1176285
chrIV	1176543
chrIV	1176633
chrIV	1176974
chrIV	1177720
chrIV	1178023
chrIV	1178080
chrIV	1178089
chrIV	1178116
chrIV	1178218
chrIV	1178242
chrIV	1178243
chrIV	1178253
chrIV	1178302
chrIV	1178648
chrIV	1178899
chrIV	1178923
chrIV	1178998
chrIV	1179154
chrIV	1179193
chrIV	1179245
chrIV	1179478
chrIV	1179642
chrIV	1179778
chrIV	1179847
chrIV	1179958
chrIV	1180237
chrIV	1181057
chrIV	1181316
chrIV	1181542
chrIV	1181605
chrIV	1181607
chrIV	1181608
chrIV	1181703
chrIV	1182055
chrIV	1182317
chrIV	1182328
chrIV	1182359
chrIV	1182394
chrIV	1182448
chrIV	1182715
chrIV	1182860
chrIV	1183224
chrIV	1184039
chrIV	1184165
chrIV	1184340
chrIV	1184427
chrIV	1184629
chrIV	1184654
chrIV	1184765
chrIV	1184923
chrIV	1184947
chrIV	1185268
chrIV	1185403
chrIV	1185649
chrIV	1185927
chrIV	1186055
chrIV	1186191
chrIV	1186274
chrIV	1186391
chrIV	1186685
chrIV	1186811
chrIV	1187661
chrIV	1189283
chrIV	1191177
chrIV	1191233
chrIV	1191716
chrIV	1193217
chrIV	1193279
chrIV	1193659
chrIV	1194088
chrIV	1194138
chrIV	1194976
chrIV	1195067
chrIV	1195400
chrIV	1195577
chrIV	1195958
chrIV	1198335
chrIV	1199289
chrIV	1199944
chrIV	1200582
chrIV	1200872
chrIV	1200988
chrIV	1201367
chrIV	1201701
chrIV	1202081
chrIV	1202187
chrIV	1202749
chrIV	1203594
chrIV	1203716
chrIV	1204426
chrIV	1205010
chrIV	1205529
chrIV	1205559
chrIV	1205574
chrIV	1206415
chrIV	1213399
chrIV	1214860
chrIV	1215753
chrIV	1216309
chrIV	1216313
chrIV	1216405
chrIV	1216417
chrIV	1216449
chrIV	1217182
chrIV	1217501
chrIV	1217807
chrIV	1218434
chrIV	1218442
chrIV	1218445
chrIV	1222135
chrIV	1222965
chrIV	1224118
chrIV	1224490
chrIV	1224954
chrIV	1227822
chrIV	1227967
chrIV	1228063
chrIV	1228691
chrIV	1229236
chrIV	1229313
chrIV	1229833
chrIV	1231118
chrIV	1231256
chrIV	1231692
chrIV	1231776
chrIV	1233588
chrIV	1233625
chrIV	1233634
chrIV	1233840
chrIV	1234313
chrIV	1236463
chrIV	1237361
chrIV	1237375
chrIV	1237427
chrIV	1237959
chrIV	1238230
chrIV	1239087
chrIV	1242178
chrIV	1245593
chrIV	1246650
chrIV	1246923
chrIV	1248319
chrIV	1250153
chrIV	1250194
chrIV	1250566
chrIV	1251694
chrIV	1251752
chrIV	1252516
chrIV	1252563
chrIV	1252564
chrIV	1253314
chrIV	1253664
chrIV	1253679
chrIV	1253694
chrIV	1253763
chrIV	1254508
chrIV	1254611
chrIV	1254735
chrIV	1254750
chrIV	1254881
chrIV	1254929
chrIV	1254967
chrIV	1255110
chrIV	1255180
chrIV	1255345
chrIV	1255633
chrIV	1255666
chrIV	1255684
chrIV	1256225
chrIV	1256476
chrIV	1256575
chrIV	1257111
chrIV	1257343
chrIV	1257439
chrIV	1257459
chrIV	1257873
chrIV	1258096
chrIV	1258657
chrIV	1258685
chrIV	1258968
chrIV	1259960
chrIV	1260055
chrIV	1260078
chrIV	1260837
chrIV	1261418
chrIV	1261452
chrIV	1264751
chrIV	1265705
chrIV	1266546
chrIV	1266696
chrIV	1269577
chrIV	1271410
chrIV	1271812
chrIV	1271941
chrIV	1272748
chrIV	1275195
chrIV	1278468
chrIV	1279037
chrIV	1279148
chrIV	1279875
chrIV	1280061
chrIV	1280121
chrIV	1281969
chrIV	1282320
chrIV	1283930
chrIV	1284927
chrIV	1285035
chrIV	1285139
chrIV	1285752
chrIV	1286229
chrIV	1286766
chrIV	1287842
chrIV	1288090
chrIV	1289939
chrIV	1289972
chrIV	1290044
chrIV	1290308
chrIV	1290722
chrIV	1291654
chrIV	1291853
chrIV	1292120
chrIV	1292138
chrIV	1292153
chrIV	1293368
chrIV	1293471
chrIV	1293527
chrIV	1293602
chrIV	1293777
chrIV	1293998
chrIV	1295031
chrIV	1295100
chrIV	1295106
chrIV	1295582
chrIV	1295980
chrIV	1297076
chrIV	1297645
chrIV	1297890
chrIV	1298054
chrIV	1298162
chrIV	1298219
chrIV	1298337
chrIV	1298594
chrIV	1298614
chrIV	1298688
chrIV	1298829
chrIV	1298950
chrIV	1298958
chrIV	1299032
chrIV	1299052
chrIV	1299086
chrIV	1299137
chrIV	1299214
chrIV	1299598
chrIV	1300045
chrIV	1300226
chrIV	1300388
chrIV	1300582
chrIV	1300834
chrIV	1301405
chrIV	1301474
chrIV	1302363
chrIV	1303036
chrIV	1303188
chrIV	1303572
chrIV	1304580
chrIV	1304961
chrIV	1306195
chrIV	1306774
chrIV	1306911
chrIV	1307338
chrIV	1308951
chrIV	1309349
chrIV	1309424
chrIV	1309473
chrIV	1311671
chrIV	1311768
chrIV	1311784
chrIV	1311986
chrIV	1312058
chrIV	1312234
chrIV	1312268
chrIV	1312501
chrIV	1312526
chrIV	1312729
chrIV	1313459
chrIV	1313591
chrIV	1314007
chrIV	1314298
chrIV	1314697
chrIV	1314814
chrIV	1315208
chrIV	1316046
chrIV	1316130
chrIV	1316682
chrIV	1316858
chrIV	1317219
chrIV	1317337
chrIV	1318922
chrIV	1318943
chrIV	1319011
chrIV	1319047
chrIV	1319224
chrIV	1319237
chrIV	1319259
chrIV	1319285
chrIV	1319347
chrIV	1319945
chrIV	1320001
chrIV	1320570
chrIV	1320639
chrIV	1321125
chrIV	1322306
chrIV	1322553
chrIV	1323143
chrIV	1323397
chrIV	1323848
chrIV	1323868
chrIV	1325346
chrIV	1326959
chrIV	1327703
chrIV	1328084
chrIV	1329703
chrIV	1330118
chrIV	1330885
chrIV	1331692
chrIV	1331710
chrIV	1332047
chrIV	1333408
chrIV	1333799
chrIV	1339080
chrIV	1340287
chrIV	1342654
chrIV	1344235
chrIV	1346435
chrIV	1346703
chrIV	1349944
chrIV	1350342
chrIV	1351681
chrIV	1351744
chrIV	1352708
chrIV	1352713
chrIV	1353101
chrIV	1353158
chrIV	1353387
chrIV	1353481
chrIV	1353834
chrIV	1355944
chrIV	1359745
chrIV	1359987
chrIV	1361086
chrIV	1362236
chrIV	1363897
chrIV	1364977
chrIV	1365932
chrIV	1366117
chrIV	1366294
chrIV	1366606
chrIV	1368684
chrIV	1369505
chrIV	1369744
chrIV	1373275
chrIV	1375312
chrIV	1376221
chrIV	1378471
chrIV	1380270
chrIV	1380649
chrIV	1382799
chrIV	1382829
chrIV	1382859
chrIV	1384770
chrIV	1385256
chrIV	1385323
chrIV	1386016
chrIV	1386693
chrIV	1386977
chrIV	1387313
chrIV	1387436
chrIV	1388069
chrIV	1388378
chrIV	1388568
chrIV	1388608
chrIV	1389081
chrIV	1389902
chrIV	1391073
chrIV	1392091
chrIV	1392105
chrIV	1392663
chrIV	1392771
chrIV	1393432
chrIV	1397646
chrIV	1397817
chrIV	1398466
chrIV	1399661
chrIV	1399937
chrIV	1400933
chrIV	1401283
chrIV	1401284
chrIV	1402910
chrIV	1403082
chrIV	1405995
chrIV	1406893
chrIV	1406984
chrIV	1407144
chrIV	1408334
chrIV	1408568
chrIV	1408802
chrIV	1410118
chrIV	1411263
chrIV	1411608
chrIV	1411690
chrIV	1412942
chrIV	1413299
chrIV	1416353
chrIV	1417489
chrIV	1417509
chrIV	1417872
chrIV	1418475
chrIV	1418937
chrIV	1419978
chrIV	1420608
chrIV	1421222
chrIV	1421376
chrIV	1421456
chrIV	1421621
chrIV	1421744
chrIV	1421768
chrIV	1421954
chrIV	1423134
chrIV	1423497
chrIV	1423605
chrIV	1423651
chrIV	1423668
chrIV	1424978
chrIV	1425177
chrIV	1425476
chrIV	1425592
chrIV	1425629
chrIV	1427707
chrIV	1428300
chrIV	1429123
chrIV	1430016
chrIV	1430241
chrIV	1430342
chrIV	1430819
chrIV	1430837
chrIV	1432487
chrIV	1432790
chrIV	1433104
chrIV	1433144
chrIV	1433930
chrIV	1435565
chrIV	1435664
chrIV	1435712
chrIV	1436292
chrIV	1437691
chrIV	1438565
chrIV	1438949
chrIV	1440455
chrIV	1441482
chrIV	1441483
chrIV	1442387
chrIV	1442606
chrIV	1442806
chrIV	1443154
chrIV	1443617
chrIV	1443800
chrIV	1443911
chrIV	1445114
chrIV	1445249
chrIV	1446136
chrIV	1446425
chrIV	1446434
chrIV	1446878
chrIV	1447428
chrIV	1448696
chrIV	1450513
chrIV	1451054
chrIV	1451724
chrIV	1452195
chrIV	1452255
chrIV	1452434
chrIV	1453300
chrIV	1455747
chrIV	1456713
chrIV	1456812
chrIV	1458387
chrIV	1458423
chrIV	1458432
chrIV	1458576
chrIV	1458903
chrIV	1459011
chrIV	1459382
chrIV	1459800
chrIV	1460774
chrIV	1460859
chrIV	1460907
chrIV	1460919
chrIV	1461591
chrIV	1462081
chrIV	1462526
chrIV	1462655
chrIV	1462703
chrIV	1462739
chrIV	1463461
chrIV	1463528
chrIV	1463657
chrIV	1463912
chrIV	1464680
chrIV	1466914
chrIV	1466994
chrIV	1467094
chrIV	1467544
chrIV	1467713
chrIV	1467761
chrIV	1467833
chrIV	1468145
chrIV	1468191
chrIV	1468406
chrIV	1468935
chrIV	1469311
chrIV	1469501
chrIV	1471524
chrIV	1471977
chrIV	1471999
chrIV	1472290
chrIV	1472819
chrIV	1473027
chrIV	1473079
chrIV	1473233
chrIV	1473269
chrIV	1474416
chrIV	1475249
chrIV	1476051
chrIV	1477116
chrIV	1477505
chrIV	1478891
chrIV	1480113
chrIV	1480428
chrIV	1481613
chrIV	1483409
chrIV	1487490
chrIV	1487491
chrIV	1487917
chrIV	1487920
chrIV	1491321
chrIV	1491574
chrIV	1491619
chrIV	1491879
chrIV	1492576
chrIV	1492922
chrIV	1493045
chrIV	1493055
chrIV	1493088
chrIV	1493255
chrIV	1493468
chrIV	1493820
chrIV	1493831
chrIV	1497552
chrIV	1499290
chrIV	1500757
chrIV	1501212
chrIV	1501236
chrIV	1501359
chrIV	1501453
chrIV	1501555
chrIV	1501681
chrIV	1501840
chrIV	1502494
chrIV	1502550
chrIV	1502849
chrIV	1503206
chrIV	1503303
chrIV	1503329
chrIV	1503593
chrIV	1505562
chrIV	1505642
chrIV	1505809
chrIV	1506740
chrIV	1507078
chrIV	1507780
chrIV	1510882
chrIV	1511659
chrIV	1512312
chrIV	1514235
chrIV	1515582
chrIV	1516137
chrIV	1516312
chrIV	1516441
chrIV	1516666
chrIV	1516853
chrIV	1516976
chrIV	1517124
chrIV	1517334
chrIV	1517966
chrIV	1518332
chrIV	1518334
chrIV	1518694
chrIV	1518926
chrIV	1519407
chrIV	1520813
chrIV	1520921
chrIV	1521171
chrIV	1521256
chrIV	1521563
chrIV	1521594
chrIV	1521852
chrIV	1521941
chrIV	1522245
chrIV	1522755
chrIV	1523071
chrIV	1523192
chrIV	1523232
chrIV	1523425
chrIV	1523440
chrIV	1523586
chrIV	1524003
chrIV	1524372
chrIV	1524506
chrIV	1524542
chrIV	1524740
chrIV	1525125
chrV	87
chrV	180
chrV	239
chrV	291
chrV	305
chrV	600
chrV	1133
chrV	1218
chrV	5383
chrV	5392
chrV	5406
chrV	6110
chrV	6259
chrV	6271
chrV	6303
chrV	6921
chrV	7069
chrV	8258
chrV	8932
chrV	8946
chrV	9859
chrV	10389
chrV	10492
chrV	10561
chrV	10568
chrV	11351
chrV	11756
chrV	12186
chrV	12215
chrV	12258
chrV	12600
chrV	12629
chrV	13307
chrV	13447
chrV	13502
chrV	14025
chrV	14061
chrV	14175
chrV	14476
chrV	14579
chrV	14798
chrV	14808
chrV	14875
chrV	14921
chrV	15698
chrV	17065
chrV	17824
chrV	18178
chrV	18232
chrV	18285
chrV	21022
chrV	21110
chrV	21381
chrV	21440
chrV	21547
chrV	21548
chrV	21951
chrV	21999
chrV	22200
chrV	22302
chrV	22542
chrV	22614
chrV	22641
chrV	22665
chrV	22863
chrV	23118
chrV	23151
chrV	23160
chrV	23976
chrV	24025
chrV	24232
chrV	24354
chrV	24446
chrV	24661
chrV	24749
chrV	24754
chrV	24966
chrV	25095
chrV	25106
chrV	25874
chrV	27636
chrV	27980
chrV	28694
chrV	29962
chrV	31867
chrV	34493
chrV	34622
chrV	37407
chrV	37441
chrV	39896
chrV	40520
chrV	40835
chrV	40988
chrV	41138
chrV	44019
chrV	44529
chrV	46749
chrV	46866
chrV	46910
chrV	48112
chrV	48124
chrV	48289
chrV	48555
chrV	48609
chrV	48636
chrV	48663
chrV	48831
chrV	48849
chrV	48856
chrV	48897
chrV	48972
chrV	49043
chrV	49056
chrV	49185
chrV	49751
chrV	49908
chrV	50218
chrV	50918
chrV	51087
chrV	56166
chrV	56171
chrV	56315
chrV	57614
chrV	58245
chrV	59504
chrV	61194
chrV	61280
chrV	62117
chrV	64237
chrV	64760
chrV	65210
chrV	65622
chrV	66168
chrV	67758
chrV	68268
chrV	68910
chrV	69209
chrV	69310
chrV	69459
chrV	69468
chrV	69584
chrV	69766
chrV	70912
chrV	70954
chrV	70986
chrV	71062
chrV	71422
chrV	71491
chrV	71590
chrV	71842
chrV	72037
chrV	73003
chrV	73600
chrV	73686
chrV	75225
chrV	76232
chrV	76273
chrV	76636
chrV	78092
chrV	78595
chrV	78893
chrV	78895
chrV	79396
chrV	79607
chrV	79621
chrV	80182
chrV	80485
chrV	82262
chrV	82641
chrV	82970
chrV	83473
chrV	83548
chrV	83617
chrV	85578
chrV	86381
chrV	86489
chrV	86904
chrV	87608
chrV	88121
chrV	88403
chrV	88700
chrV	89321
chrV	90218
chrV	91751
chrV	93878
chrV	94534
chrV	95441
chrV	95696
chrV	95885
chrV	96428
chrV	96764
chrV	97220
chrV	97755
chrV	98283
chrV	98507
chrV	98856
chrV	98872
chrV	98906
chrV	98961
chrV	98999
chrV	99031
chrV	99091
chrV	99120
chrV	99124
chrV	99132
chrV	99164
chrV	99167
chrV	99179
chrV	99237
chrV	99302
chrV	99312
chrV	99441
chrV	100360
chrV	100400
chrV	100451
chrV	101285
chrV	101365
chrV	101687
chrV	102020
